X,Y,OBJECTID,Enabled,FeatureID,FeatureType,Ownership,AdministrativeArea,WaterSystem,InstallDate,LocationDescription,Elevation,GPS_Date,WebMap,AerialCorrected,Asset_Description
-9787759.1652,5205176.6113,3429,1,11H182,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,2005/05/25 00:00:00+00,"29700 ST MARYS RD, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2943664470277&lng=-87.9249365533548&z=19&slat=42.2943664470277&slng=-87.9249365533548&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9787568.7263,5205902.047,3430,1,11H174,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1986/06/30 00:00:00+00,"30200 ST MARYS RD, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.29918664706&lng=-87.9232258124934&z=19&slat=42.29918664706&slng=-87.9232258124934&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9787505.1029,5206095.4681,3431,1,11H175,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1986/06/30 00:00:00+00,"30128 ST MARYS RD, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3004717827411&lng=-87.9226542734598&z=19&slat=42.3004717827411&slng=-87.9226542734598&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9787636.6829,5205698.3991,3432,1,11H173,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1986/06/30 00:00:00+00,"29949 ALLYSON CT, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.297833533849&lng=-87.9238362762487&z=19&slat=42.297833533849&slng=-87.9238362762487&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9787440.6408,5206293.6935,3433,1,11H176,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1986/06/30 00:00:00+00,"30200 ST MARYS RD, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3017888121517&lng=-87.9220752001566&z=19&slat=42.3017888121517&slng=-87.9220752001566&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9787408.4885,5206444.8586,3434,1,11H177,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1986/06/30 00:00:00+00,"14855 KING DR, GREEN OAKS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3027931501526&lng=-87.9217863716554&z=19&slat=42.3027931501526&slng=-87.9217863716554&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9787558.5226,5206480.3827,3435,1,11H178,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1986/06/30 00:00:00+00,"14905 KING DR, GREEN OAKS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3030291689622&lng=-87.9231341506485&z=19&slat=42.3030291689622&slng=-87.9231341506485&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9787649.0902,5206412.9593,3436,1,11H179,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1986/06/30 00:00:00+00,"14910 KING CT, GREEN OAKS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3025812128853&lng=-87.9239477334104&z=19&slat=42.3025812128853&slng=-87.9239477334104&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9787745.4924,5206401.4791,3437,1,11H130,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1964/03/01 00:00:00+00,"15036 CLOVER LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3025049388324&lng=-87.9248137287773&z=19&slat=42.3025049388324&slng=-87.9248137287773&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9787625.2334,5206602.2222,3438,1,11H180,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1986/06/30 00:00:00+00,"14945 KING DR, GREEN OAKS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3038386533214&lng=-87.9237334237504&z=19&slat=42.3038386533214&slng=-87.9237334237504&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9787578.3769,5206746.3482,3439,1,11H181,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1986/06/30 00:00:00+00,"15000 KING DR, GREEN OAKS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3047961918943&lng=-87.9233125045342&z=19&slat=42.3047961918943&slng=-87.9233125045342&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788748.585,5205592.321,3440,1,11H154,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1994/12/20 00:00:00+00,"29920 TANYA TRAIL LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2971286994543&lng=-87.9338246630676&z=19&slat=42.2971286994543&slng=-87.9338246630676&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788761.1881,5205477.7437,3441,1,11H153,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1994/12/20 00:00:00+00,"29890 TANYA TRAIL LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.296367383855&lng=-87.9339378784687&z=19&slat=42.296367383855&slng=-87.9339378784687&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788789.4834,5205371.2938,3442,1,11H152,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1994/12/20 00:00:00+00,"29854 TANYA TRAIL LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2956600624206&lng=-87.9341920596896&z=19&slat=42.2956600624206&slng=-87.9341920596896&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9789316.1543,5206120.8882,3443,1,11H136,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1958/11/17 00:00:00+00,"15741 SPRUCEWOOD LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3006406782506&lng=-87.9389232246161&z=19&slat=42.3006406782506&slng=-87.9389232246161&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9792189.5894,5213386.9664,3444,1,51H649,Fire Hydrant,LCPW,LCPW,Wildwood,1994/10/27 00:00:00+00,"33438 HUNT CLUB RD, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3488990945798&lng=-87.9647357313713&z=19&slat=42.3488990945798&slng=-87.9647357313713&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9792344.7573,5213387.2262,3445,1,51H648,Fire Hydrant,LCPW,LCPW,Wildwood,1994/10/27 00:00:00+00,"17140 CUNNINGHAM CT, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3489008194255&lng=-87.9661296283055&z=19&slat=42.3489008194255&slng=-87.9661296283055&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9792470.357,5213359.7984,3446,1,51H647,Fire Hydrant,LCPW,LCPW,Wildwood,1999/01/22 00:00:00+00,"17235 CUNNINGHAM CT, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3487187244576&lng=-87.9672579098396&z=19&slat=42.3487187244576&slng=-87.9672579098396&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796358.7507,5214714.3604,3447,1,51H328,Fire Hydrant,LCPW,LCPW,Wildwood,2005/10/28 00:00:00+00,"34230 US HIGHWAY 45 , THIRD LAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3577111211953&lng=-88.0021879445786&z=19&slat=42.3577111211953&slng=-88.0021879445786&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9791752.2337,5196376.6,3448,1,C233,Fire Hydrant,LCPW,LCPW,Vernon Hills,1985/05/28 00:00:00+00,"17 WARRINGTON RD, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2358648681869&lng=-87.9608068985346&z=19&slat=42.2358648681869&slng=-87.9608068985346&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9791851.4845,5196292.0363,3449,1,C234,Fire Hydrant,LCPW,LCPW,Vernon Hills,1985/05/28 00:00:00+00,"9 WARRINGTON RD, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2353024340608&lng=-87.961698483371&z=19&slat=42.2353024340608&slng=-87.961698483371&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9795829.0015,5220071.6833,3450,1,35H016,Fire Hydrant,LCPW,LCPW,Grandwood Park,1970/06/16 00:00:00+00,"18693 GEIER RD, GURNEE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3932636440092&lng=-87.997429127123&z=19&slat=42.3932636440092&slng=-87.997429127123&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9795277.9327,5214229.7712,3451,1,51H306,Fire Hydrant,LCPW,LCPW,Wildwood,1970/06/06 00:00:00+00,"18471 GAGES LAKE RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3544942747241&lng=-87.9924787915086&z=19&slat=42.3544942747241&slng=-87.9924787915086&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9794343.3416,5212700.4232,3452,1,51H773,Fire Hydrant,LCPW,LCPW,Wildwood,2008/12/19 00:00:00+00,"33128 MILL RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3443409301609&lng=-87.9840832169837&z=19&slat=42.3443409301609&slng=-87.9840832169837&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796474.3623,5220314.7677,3453,1,35H274 ,Fire Hydrant,LCPW,LCPW,Grandwood Park,2005/07/13 00:00:00+00,"36588 SAGEBRUSH CT, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3948763347142&lng=-88.0032265016538&z=19&slat=42.3948763347142&slng=-88.0032265016538&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796473.007,5220177.8514,3454,1,35H245,Fire Hydrant,LCPW,LCPW,Grandwood Park,2005/07/13 00:00:00+00,"36544 SAGEBRUSH CT, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3939679983811&lng=-88.0032143264116&z=19&slat=42.3939679983811&slng=-88.0032143264116&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9795915.4084,5219854.5298,3455,1,35H252,Fire Hydrant,LCPW,LCPW,Grandwood Park,2006/06/16 00:00:00+00,"36388 YEW TREE DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3918229507686&lng=-87.9982053332143&z=19&slat=42.3918229507686&slng=-87.9982053332143&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9795936.6041,5219917.5925,3456,1,35H263,Fire Hydrant,LCPW,LCPW,Grandwood Park,2006/06/16 00:00:00+00,"36436 YEW TREE DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3922413403771&lng=-87.9983957375767&z=19&slat=42.3922413403771&slng=-87.9983957375767&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796056.7331,5219956.1216,3457,1,35H264,Fire Hydrant,LCPW,LCPW,Grandwood Park,2006/06/16 00:00:00+00,"18768 HIGHFIELD DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3924969603521&lng=-87.9994748743709&z=19&slat=42.3924969603521&slng=-87.9994748743709&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796171.0402,5219974.7767,3458,1,35H265,Fire Hydrant,LCPW,LCPW,Grandwood Park,2006/06/16 00:00:00+00,"18822 HIGHFIELD DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3926207265697&lng=-88.0005017127423&z=19&slat=42.3926207265697&slng=-88.0005017127423&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796298.0866,5219977.2474,3459,1,35H266,Fire Hydrant,LCPW,LCPW,Grandwood Park,2006/06/16 00:00:00+00,"36461 US HIGHWAY 45 , LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3926371177474&lng=-88.001642989788&z=19&slat=42.3926371177474&slng=-88.001642989788&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796535.7113,5219970.3566,3460,1,35H268,Fire Hydrant,LCPW,LCPW,Grandwood Park,2006/06/16 00:00:00+00,"18960 HIGHFIELD DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3925914013231&lng=-88.0037776084453&z=19&slat=42.3925914013231&slng=-88.0037776084453&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796445.4142,5219972.9667,3461,1,35H267,Fire Hydrant,LCPW,LCPW,Grandwood Park,2006/06/16 00:00:00+00,"18960 HIGHFIELD DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3926087177379&lng=-88.0029664558058&z=19&slat=42.3926087177379&slng=-88.0029664558058&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9795913.1335,5220019.6424,3462,1,35H251,Fire Hydrant,LCPW,LCPW,Grandwood Park,2006/06/16 00:00:00+00,"36462 YEW TREE DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3929183839503&lng=-87.9981848972082&z=19&slat=42.3929183839503&slng=-87.9981848972082&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9795922.7195,5220142.5872,3463,1,35H239,Fire Hydrant,LCPW,LCPW,Grandwood Park,2005/07/13 00:00:00+00,"18751 GLENHURST DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3937340449535&lng=-87.9982710098242&z=19&slat=42.3937340449535&slng=-87.9982710098242&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796062.3859,5220145.9187,3464,1,35H240,Fire Hydrant,LCPW,LCPW,Grandwood Park,2005/07/13 00:00:00+00,"18801 GLENHURST DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3937561468716&lng=-87.999525654133&z=19&slat=42.3937561468716&slng=-87.999525654133&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796199.5064,5220146.959,3465,1,35H241,Fire Hydrant,LCPW,LCPW,Grandwood Park,2005/07/13 00:00:00+00,"18849 GLENHURST DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3937630487572&lng=-88.0007574285309&z=19&slat=42.3937630487572&slng=-88.0007574285309&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9793148.4827,5196262.4844,3466,1,D280A,Fire Hydrant,Private,LCPW,Vernon Hills,1992/07/23 00:00:00+00,"430 ASPEN DR, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2351058830088&lng=-87.9733496163702&z=19&slat=42.2351058830088&slng=-87.9733496163702&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing Private Fire Hydrant
-9793030.1816,5196403.2801,3467,1,D281,Fire Hydrant,LCPW,LCPW,Vernon Hills,1989/02/21 00:00:00+00,"430 ASPEN DR, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2360423170201&lng=-87.9722869001498&z=19&slat=42.2360423170201&slng=-87.9722869001498&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9793074.5481,5196367.1051,3468,1,30H081,Fire Hydrant,Custodial,LCPW,Vernon Hills,2003/06/13 00:00:00+00,"430 ASPEN DR, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2358017178106&lng=-87.9726854510562&z=19&slat=42.2358017178106&slng=-87.9726854510562&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing Custodial Fire Hydrant
-9793196.6397,5196381.2108,3469,1,30H082,Fire Hydrant,Custodial,LCPW,Vernon Hills,2003/06/13 00:00:00+00,"430 ASPEN DR, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2358955348704&lng=-87.9737822180056&z=19&slat=42.2358955348704&slng=-87.9737822180056&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing Custodial Fire Hydrant
-9793233.4175,5196272.1196,3470,1,30H083,Fire Hydrant,Custodial,LCPW,Vernon Hills,2003/06/13 00:00:00+00,"430 ASPEN DR, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2351699674232&lng=-87.9741125988265&z=19&slat=42.2351699674232&slng=-87.9741125988265&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing Custodial Fire Hydrant
-9793139.3062,5196107.8636,3471,1,30H084,Fire Hydrant,Custodial,LCPW,Vernon Hills,2003/06/13 00:00:00+00,"430 ASPEN DR, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2340774819093&lng=-87.973267182291&z=19&slat=42.2340774819093&slng=-87.973267182291&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing Custodial Fire Hydrant
-9793005.4333,5196157.9856,3472,1,D300,Fire Hydrant,Private,LCPW,Vernon Hills,2003/06/13 00:00:00+00,"430 ASPEN DR, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2344108511251&lng=-87.9720645823812&z=19&slat=42.2344108511251&slng=-87.9720645823812&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing Private Fire Hydrant
-9796324.4808,5220193.0683,3473,1,35H242,Fire Hydrant,LCPW,LCPW,Grandwood Park,2005/07/13 00:00:00+00,"18929 GLENHURST DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3940689513075&lng=-88.0018800925793&z=19&slat=42.3940689513075&slng=-88.0018800925793&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796354.6192,5220318.0304,3474,1,35H243 ,Fire Hydrant,LCPW,LCPW,Grandwood Park,2005/07/13 00:00:00+00,"18971 GLENHURST DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3948979797771&lng=-88.0021508307424&z=19&slat=42.3948979797771&slng=-88.0021508307424&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796227.499,5220362.2759,3475,1,35H244,Fire Hydrant,LCPW,LCPW,Grandwood Park,2005/07/13 00:00:00+00,"18853 CHATHAM WAY, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3951915125762&lng=-88.0010088903784&z=19&slat=42.3951915125762&slng=-88.0010088903784&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796074.6263,5220363.5526,3476,1,35H275,Fire Hydrant,LCPW,LCPW,Grandwood Park,2005/07/13 00:00:00+00,"18809 CHATHAM WAY, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3951999823376&lng=-87.9996356121725&z=19&slat=42.3951999823376&slng=-87.9996356121725&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9795970.0462,5220282.7015,3477,1,35H238,Fire Hydrant,LCPW,LCPW,Grandwood Park,2005/07/13 00:00:00+00,"36584 YEW TREE DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3946636008675&lng=-87.9986961524619&z=19&slat=42.3946636008675&slng=-87.9986961524619&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9795942.1124,5220416.1885,3478,1,35H237,Fire Hydrant,LCPW,LCPW,Grandwood Park,2005/07/13 00:00:00+00,"36654 YEW TREE DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3955491766837&lng=-87.998445219302&z=19&slat=42.3955491766837&slng=-87.998445219302&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9795991.7244,5220536.1631,3479,1,35H236,Fire Hydrant,LCPW,LCPW,Grandwood Park,2005/07/13 00:00:00+00,"18787 WILDFLOWER WAY, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.39634509858&lng=-87.998890891223&z=19&slat=42.39634509858&slng=-87.998890891223&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9795916.9426,5219729.6895,3480,1,35H253,Fire Hydrant,LCPW,LCPW,Grandwood Park,2006/06/16 00:00:00+00,"36344 YEW TREE DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3909946896769&lng=-87.9982191151996&z=19&slat=42.3909946896769&slng=-87.9982191151996&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9795918.8718,5219609.4914,3481,1,35H255,Fire Hydrant,LCPW,LCPW,Grandwood Park,2006/06/16 00:00:00+00,"36274 YEW TREE DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3901972171338&lng=-87.998236445603&z=19&slat=42.3901972171338&slng=-87.998236445603&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9795998.1794,5219562.4867,3482,1,35H257,Fire Hydrant,LCPW,LCPW,Grandwood Park,2006/06/16 00:00:00+00,"18750 ASH DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3898853546629&lng=-87.998948877746&z=19&slat=42.3898853546629&slng=-87.998948877746&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796100.4697,5219510.5461,3483,1,35H258,Fire Hydrant,LCPW,LCPW,Grandwood Park,2006/06/16 00:00:00+00,"18772 ASH DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3895407416789&lng=-87.9998677668882&z=19&slat=42.3895407416789&slng=-87.9998677668882&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
